meanBlue,meanRed,sdBlue,skewnessBlue,dfRG,dfRB,dfGB,entropyBlue,energyBlue,contrastBlue,homogeneityBlue,coverage,clase
0.178497,0.489992,0.277516,0.403896,0.676591,0.901612,0.956751,0.594019,0.310055,0.0325,0.564032,0.664976,nube
0.334106,0.616301,0.229549,0.281216,0.797259,0.88402,0.803828,0.641467,0.441919,0.028319,0.559319,0.646967,nube
0.474961,0.789083,0.678049,0.648896,0.923816,0.954336,0.803105,0.579128,0.132572,0.175918,0.276634,0.991678,nube
0.361192,0.664196,0.692648,0.701837,0.802798,0.919187,0.861516,0.431632,0.153457,0.017378,0.65753,0.723685,nube
0.362434,0.563547,0.396022,0.543993,0.73106,0.769056,0.66358,0.895558,0.82384,0.007248,0.813506,0.259866,nube
0.247925,0.585224,0.597883,0.678326,0.763419,0.951122,0.958536,0.039835,0.066647,0.072992,0.457324,0.873675,nube
0.360292,0.599517,0.566757,0.647107,0.738795,0.824936,0.756315,0.801433,0.635148,0.006544,0.827988,0.333463,nube
0.650471,0.857887,0.693323,0.354807,0.8025,0.825815,0.693868,0.520667,0.047133,0.591394,0.031674,0.827514,nube
0.614054,0.728782,0.633825,0.364183,0.766955,0.68306,0.472823,0.38648,0.059597,0.280703,0.105053,0.093557,nube
0.528042,0.807644,0.565413,0.215737,0.724894,0.91215,0.927158,0.598142,0.335315,0.04485,0.467091,0.99883,nube
0.335068,0.399523,0.63379,0.809244,0.575359,0.562916,0.449291,0.635724,0.377184,0.009798,0.789548,0.132046,nube
0.373998,0.567101,0.582265,0.747572,0.792787,0.759143,0.58371,0.384777,0.115086,0.078977,0.351298,0.318575,multinube
0.265139,0.555331,0.612819,0.723092,0.78724,0.884456,0.814682,0.330534,0.032728,0.080125,0.373924,0.570379,nube
0.361125,0.136784,0.528475,0.638218,0.200222,0.141106,0.06763,0.523127,0.259429,0.010622,0.787968,0.016124,cieloDespejado
0.308619,0.419528,0.640545,0.875122,0.639348,0.627099,0.500421,0.666217,0.160128,0.232953,0.249183,0.224368,nube
0.31995,0.442783,0.489224,0.736797,0.642653,0.646559,0.532102,0.485928,0.190397,0.062991,0.399502,0.149665,nube
0.244916,0.472247,0.563739,0.760407,0.657736,0.788376,0.772025,0.44394,0.185611,0.02601,0.53885,0.42754,nube
0.452779,0.443906,0.683658,0.614168,0.450775,0.47412,0.414791,0.522224,0.227123,0.062797,0.454794,0.136142,nube
0.381728,0.430407,0.63592,0.755824,0.580596,0.547327,0.415987,0.46613,0.219249,0.05399,0.482094,0.161498,nube
0.288831,0.519571,0.592046,0.761549,0.705626,0.800642,0.745956,0.588241,0.086319,0.335506,0.138161,0.470451,nube
0.94818,0.733714,0.764243,0.067652,0.376477,0.252405,0.090671,0.534128,0.365465,0.128783,0.27787,0.017554,nube
0.075368,0.098422,0.506011,0.926393,0.384432,0.459041,0.454348,0.615289,0.368912,0.058306,0.695922,0.106495,nube
0.348916,0.287091,0.666567,0.68195,0.308974,0.378879,0.386003,0.404405,0.249917,0.028626,0.664733,0.097848,nube
0.193628,0.327698,0.514958,0.839866,0.58844,0.642325,0.578975,0.460479,0.180344,0.06117,0.390817,0.176256,nube
0.31509,0.161813,0.352878,0.570813,0.295556,0.238373,0.146764,0.512952,0.237486,0.018914,0.657727,0.00143,nube
0.365184,0.372775,0.638462,0.826542,0.534601,0.483979,0.348273,0.537909,0.316528,0.036561,0.572399,0.112932,nube
0.353045,0.471493,0.556405,0.761694,0.627379,0.645541,0.545623,0.548005,0.166788,0.153282,0.230777,0.135622,multinube
0.726248,0.927616,0.604602,0.220782,0.804312,0.829377,0.698455,0.459844,0.077327,0.425076,0.052599,0.935505,nube
0.386884,0.398117,0.569258,0.650931,0.474192,0.492928,0.425084,0.419214,0.149465,0.100985,0.282399,0.068981,nube
0.492699,0.785408,0.592804,0.2936,0.768447,0.925665,0.907692,0.534288,0.420968,0.044801,0.60413,0.986997,nube
0.272039,0.456414,0.372906,0.632671,0.716323,0.729466,0.607181,0.470442,0.125982,0.084343,0.331292,0.315454,multinube
0.515468,0.263946,0.591914,0.425883,0.127787,0.126434,0.114041,0.5517,0.192967,0.02337,0.607444,0.039659,nube
0.405054,0.460081,0.676188,0.782107,0.550742,0.560536,0.469752,0.621119,0.436884,0.005619,0.841578,0.095898,cieloDespejado
0.465055,0.645435,0.673388,0.492808,0.727124,0.755376,0.64293,0.449416,0.113269,0.096411,0.308958,0.40277,multinube
0.380983,0.245147,0.594695,0.682474,0.332993,0.274963,0.174951,0.456946,0.184314,0.022133,0.628529,0.040309,nube
0.083771,0.102008,0.217789,0.543134,0.347885,0.453318,0.480787,0.709191,0.441464,0.011572,0.785787,0.02048,nube
0.338768,0.52663,0.622087,0.696791,0.646762,0.745605,0.706125,0.701442,0.467798,0.019434,0.653622,0.237241,nube
0.276176,0.635346,0.667244,0.746468,0.828544,0.988047,0.959496,0.489044,0.121168,0.062399,0.534267,0.923932,nube
0.226055,0.091563,0.474547,0.73782,0.237968,0.251419,0.228109,0.684082,0.316037,0.012522,0.792358,0.057929,multinube
0.423905,0.50302,0.773516,0.761821,0.553461,0.599184,0.536533,0.723847,0.600865,0.010556,0.859246,0.196411,nube
0.642867,0.782456,0.629973,0.396774,0.792378,0.724487,0.521786,0.518596,0.467846,0.034544,0.55685,0.29933,nube
